id	filename	md5	size	state
1f2eec11-0ee7-48d6-a9af-fab7fba9e5cd	hgsc.bcm.edu_ACC.IlluminaGA_DNASeq.1.somatic.maf	0851ed2831c86203b61dfd0f77d30737	8049324	live
5f706d61-98d7-4ced-a5eb-b3b89a08264e	hgsc.bcm.edu_ACC.IlluminaGA_DNASeq.1.somatic.maf	bb57693890416f2ff3cb3600826c0cfd	4152224	live
b49f5a7e-6abf-4d91-9827-b85d88737921	hgsc.bcm.edu_ACC.IlluminaGA_DNASeq.1.somatic.maf	2af7f17e683f4b2b35b5dcc45d13104f	3116831	live
19a83e5b-8c83-4dda-adca-6f7d56f746fd	hgsc.bcm.edu_ESCA.IlluminaGA_DNASeq.1.somatic.maf	dfef4bf7b748b4877c36fd911577b793	20548822	live
936a09a3-7bb2-42eb-bdb8-a736155c2ec7	ucsc.edu_ESCA.IlluminaGA_DNASeq_automated.Level_2.1.0.0.somatic.maf	2af1a48c657f2c24edf92095ef706e7b	10711300	live
d66f1bd4-6ce5-4661-bfec-3e3f7a1511c1	bcgsc.ca_ESCA.IlluminaHiSeq_DNASeq.1.somatic.maf	52bdf5e059c4873edfc70b96d2318373	13348937	live
961b4365-b6c0-4ada-aceb-a413388ca319	genome.wustl.edu_ESCA.IlluminaHiSeq_DNASeq_automated.1.1.0.somatic.maf	9676eb185183425c1ca70bc8d04cace7	34403976	live
226b7c4e-240b-4d33-94e6-5a2546c5d9e2	gsc_ESCA_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	f3e1eb5f102527f91192896fb8910e37	41765393	live
d45a0dc8-8019-426d-b4d2-ef3e505fe5ae	genome.wustl.edu_CESC.IlluminaHiSeq_DNASeq_automated.1.3.0.somatic.maf	a302bcf4b77f9831febd022fe015770e	23636068	live
7a6ff75b-41be-4fb2-81e7-93db87b05fd5	ucsc.edu_CESC.IlluminaGA_DNASeq_automated.Level_2.1.1.0.somatic.maf	c03c6cbdd3b4debf8523cad737e678c6	14769944	live
3a5b7742-53cf-4777-841d-272efd2140ba	genome.wustl.edu_CESC.IlluminaGA_DNASeq_curated.Level_2.1.0.0.somatic.maf	be5c5f59f91299f851a3e10eecce57d3	26879791	live
92745711-cf48-4250-832b-ecde7ace9d8a	PR_TCGA_CESC_PAIR_Capture_All_Pairs.aggregated.capture.tcga.uuid.somatic.maf	1b13e812e746b9149b15090b48d2de1e	8453233	live
9a04e50d-fba5-4928-a18a-79eeb2bb5a89	bcgsc.ca_CESC.IlluminaHiSeq_DNASeq.1.somatic.maf	c25bb0dbd47aead8aca1f70aa371cde0	20116545	live
a707c566-b0d3-4025-b921-752fe92ed5e7	gsc_CESC_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	fdf1c2d248f8da7229e9f21bc95df96d	94341823	live
87ac6b5b-806e-4de0-b8d8-ae6888759667	gsc_BRCA_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	b48a6f15d18fa60623dc6f2af14a9460	230897862	live
4bfc475b-c9ae-4358-abc3-f184fdf2ccc5	genome.wustl.edu_BRCA.IlluminaHiSeq_DNASeq_automated.1.4.0.somatic.maf	5d6283c8e28f9c1e2ddaa55f4b773b88	25793396	live
1a8fe803-f719-471f-82d8-5c85f3eacf45	genome.wustl.edu_BRCA.IlluminaGA_DNASeq.Level_2.5.3.0.somatic.maf	5d6283c8e28f9c1e2ddaa55f4b773b88	25793396	live
50d6fb1d-5bb1-4a30-9e91-6d45bd9b1c3f	genome.wustl.edu_BRCA.IlluminaGA_DNASeq.Level_2.1.1.0.curated.somatic.maf	f823427c6ea3d520fb72379da8ba63dd	54556526	live
fd8c3eb2-fc8c-4b09-aa2f-2d12ad3092ad	hgsc.bcm.edu_KICH.IlluminaGA_DNASeq.1.somatic.maf	aeb06b199e6269e5acd8252516c20c12	2849117	live
ae36837d-b572-4dbc-a5b6-396c721aadc5	hgsc.bcm.edu_KICH.IlluminaGA_DNASeq.1.somatic.maf	fb2776537d76b7a0358cabf332fba84d	966509	live
29f2a727-1798-4ab9-9575-9a6893547581	hgsc.bcm.edu_KICH.IlluminaGA_DNASeq.mitochondria.1.somatic.maf	55bcc036869792204352b9be3ace07d8	32474	live
bccbda03-2e36-4fed-bdae-5297262e35db	BCM-KICH-TCGA.broad_calls.aggregated.capture.tcga.uuid.somatic.maf	5c5cb0f9e0b65f045892ce02d514eca0	3998523	live
7665367f-8964-4662-8e09-01fa351c57f6	bcgsc.ca_KICH.IlluminaHiSeq_DNASeq.1.somatic.maf	23b65ca8fb46dcdab06faf62e37cb11f	1051294	live
b40d9418-3ef6-4d43-9e78-9bbfef8a34a9	gsc_KICH_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	21c875da0e5a4acd7cb491d54594aa7a	4708658	live
d9a38a8b-6bcb-4891-a7f2-b5d8c339ae55	hgsc.bcm.edu_KICH.IlluminaGA_DNASeq.1.somatic.maf	5e2bd17e7e52ecbc1c900328009287a0	673587	live
3e93f2c1-559f-4747-9c53-30589dbc03f7	hgsc.bcm.edu_KIRC.Mixed_DNASeq.1.somatic.maf	59a2c6e62d405f2ec7115f87b71bbd34	8643138	live
1c6b602a-acb2-4a3a-be23-bb230bd62b85	hgsc.bcm.edu_KIRC.IlluminaGA_DNASeq.1.somatic.maf	a0fb892adda1b8100bbd67ea0432b898	10814287	live
35fd32b4-e725-4c6b-9711-5dc43dcc0cee	gsc_KIRC_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	442a562a194c992a915c32c2934b1eee	70154160	live
9e9d181f-582a-45d4-8189-ae0f9b71eed4	gsc_DLBC_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	4bb3c2d7c552fcd495daa0081882c5e7	8788196	live
06deb777-1346-4264-91cd-4ede469d1088	hgsc.bcm.edu_DLBC.IlluminaGA_DNASeq.1.somatic.maf	d9a9086ae669d0d403d544d540547d8c	7469549	live
49d331d1-940c-49cb-a78e-0c758b3458c4	bcgsc.ca_UVM.IlluminaHiSeq_DNASeq.1.somatic.maf	ce79aa8309017d349f7a5e73de16e181	645549	live
1a34abae-1b15-4716-861e-f50b62ac0c72	hgsc.bcm.edu_UVM.IlluminaGA_DNASeq.1.somatic.maf	1eadf49ad95d9dda23b954d17ff6096f	1197512	live
2d5adafa-f7a8-4f60-9716-76eec87e14cb	ucsc.edu_UVM.IlluminaGA_DNASeq_automated.Level_2.1.0.0.somatic.maf	54d9e9cd74115f0d0f01b1346b830075	575437	live
b5aab44e-64eb-43b2-94ec-b794fd998f38	UVM_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	607ba3026a9682abbbf8930f6156f895	2462270	live
f2c8aa6d-4e66-4b1f-84dc-7adb50d4c613	PR_TCGA_UVM_PAIR_Capture_All_Pairs.aggregated.capture.tcga.uuid.curated.somatic.maf	395723d5b8946a5f7a0d43df746ba099	4479229	live
249baa49-b066-465c-af14-31ce31653bba	genome.wustl.edu_LAML.IlluminaGA_DNASeq.Level_2.2.13.0.somatic.maf	ab6c720a25fbf438a78133a0011469ec	1556392	live
1b0fb2b3-d840-412b-932a-eea686b2c66e	gsc_LAML_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	d1ee37b7bcf0b20e545b87eec0c909f6	25284474	live
c410d927-d49c-4d4f-8356-601bee563ebe	genome.wustl.edu_LAML.IlluminaHiSeq_DNASeq_automated.1.1.0.somatic.maf	ab6c720a25fbf438a78133a0011469ec	1556392	live
e29f2c33-4a89-44e5-89c2-d1e1bbaa5e73	hgsc.bcm.edu_PCPG.IlluminaGA_DNASeq.1.somatic.maf	789cf45d8ca230b8cb7d3467c940399a	1793606	live
e07d6602-371a-4d99-abf6-3a16fb4d153e	PCPG_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	5a061b6ef12acbe9aaf2eb0f913593d2	4290320	live
f0c02ac0-2193-4f4e-a3a2-abeb560b2692	bcgsc.ca_PCPG.IlluminaHiSeq_DNASeq.1.somatic.maf	2262ca05f5923381bef0169b62f9b98a	785560	live
f95f07fe-6272-4cef-8889-8826707b638b	ucsc.edu_PCPG.IlluminaGA_DNASeq_automated.Level_2.1.0.0.somatic.maf	723258533b4b45d3008b1dfc74b73a5e	694145	live
0aaab448-a53f-4c40-a7d5-3e9e3e7ccc6e	SKCM_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	72c0514fb9e89f27ad363ae72a25708d	421346304	live
07526387-4065-42a5-a67f-11fa016ca224	PR_TCGA_UCS_PAIR_Capture_All_Pairs.aggregated.capture.tcga.uuid.curated.somatic.maf	920602d11712f8fe1ea921e937a491f7	10028333	live
d68a53ad-de80-45c3-8b20-ad446f0ff938	UCS_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	14ac95d16b58bc3a6fd95ad9716566d2	11307691	live
db831563-3542-4fe6-808c-4e3d2ba5374e	bcgsc.ca_UCS.IlluminaHiSeq_DNASeq.1.somatic.maf	acfa7cca16cd17f734296cd4dabf9692	2745624	live
a2327b7d-8327-461a-99ab-8763503b339f	hgsc.bcm.edu_UCS.IlluminaGA_DNASeq.1.somatic.maf	bfcabd0f2617d4bf04e3fbf7679588d5	3092845	live
d7e90ea9-49b5-4efc-9f78-bd5244cd6367	gsc_LUSC_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	4e1ea018368bb0526534488f266fa9a7	332763623	live
42084331-06c4-42c6-8d40-a1a89141c809	step4_LUSC_Paper_v8.aggregated.tcga.maf2.4.migrated.somatic.maf	1a49acfb045eb3e56be19e6a97e587dc	67065687	live
3437ecf9-355d-4d35-afb4-ffe1a705c206	gsc_COAD_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	5feb43f91d1c6374721f0442d87a872e	326830989	live
8c0c1269-7675-4230-a490-5833b5131ac0	hgsc.bcm.edu_COAD.SOLiD_DNASeq.1.somatic.maf	01b6e9bae3a81836ffb039be8ca4ae2b	3480734	live
bb2b40f3-d300-45d8-9335-827d5508b559	genome.wustl.edu_UCEC.IlluminaHiSeq_DNASeq_automated.1.8.0.somatic.maf	dd28fc297e773dd72d23ef5d9385e117	77308920	live
2c5be287-97cd-4466-8662-796fa00bb0ff	gsc_UCEC_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	d592eaaf895caa9f1c3eb637aaecdcf3	841109479	live
1cc660a2-7c88-4ce5-8dad-8f8ba0115694	step4_An_UCEC_194.aggregated.tcga.maf2.4.migrated.somatic.maf	18c2b658dd2a76509bac679bef0b45fd	57911735	live
fa821597-1ca5-4257-88d6-5cbb4f11e736	genome.wustl.edu_UCEC.IlluminaGA_DNASeq.Level_2.1.7.somatic.maf	dd28fc297e773dd72d23ef5d9385e117	77308920	live
7abc70ab-0d40-40fa-b4f3-d217811381bf	bcgsc.ca_TGCT.IlluminaHiSeq_DNASeq.1.somatic.maf	a45ec319311f9fb577b67beb5bbeccd1	5356369	live
e44cb8a8-abdc-4ff1-bb6e-3bdfcdc48d5a	ucsc.edu_TGCT.IlluminaGA_DNASeq_automated.Level_2.1.0.0.somatic.maf	81c4b66488f2afc79e5aedb13cf434d3	1141280	live
10c86baa-b5ab-4de2-826d-3ca2baf8a478	gsc_TGCT_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	d2345f25ddeb62608edc2d20e5694100	7412298	live
552c837b-27cc-4126-a740-cc08443f23e8	hgsc.bcm.edu_TGCT.IlluminaGA_DNASeq.1.somatic.maf	19073e0848820c0becf005e3212828ca	5600905	live
74a4bcf6-3597-4971-99c8-beb5b51b31de	hgsc.bcm.edu_TGCT.IlluminaGA_DNASeq.1.somatic.maf	87bd2fb1801dfd52deef6ce625eb7450	1413339	live
c0b2e3ea-a9b0-44d4-a7e0-d37a64cdaaef	pair_set_279_freeze_Mar262013.aggregated.capture.tcga.uuid.curated.somatic.maf	f5d442f5740b52fd378c1c9fc38a8763	48793979	live
059c40fa-f329-46dc-a095-d0cb23bc7342	HNSC_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	cdd2dada980121995b06099672f550ab	121729373	live
65a1de2c-b0bc-4d2e-8195-715a82b8f75e	bcgsc.ca_HNSC.IlluminaHiSeq_DNASeq.1.somatic.maf	21d7f9b93ae750a7b08acf9579c8b744	31099962	live
eef3cf7c-8965-4f56-b458-7130323dfdc2	PR_TCGA_HNSC_PAIR_Capture_TP-NT_TP-NB.aggregated.capture.tcga.uuid.somatic.maf	90c3511c08006f651117e369e5a3c243	64727267	live
cffd19ba-5b3e-4073-b642-327453e5486e	hgsc.bcm.edu_THCA.IlluminaGA_DNASeq.1.somatic.maf	65ef1fc5a4a5066fdb8905f1855fdfad	1878371	live
8da44800-2499-4510-a1fc-c9389a5db837	THCA_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	3670cab64ac5680cb3aae1b5bd14e470	15316036	live
543f9b0c-3f15-4d77-a5b3-f285a62a13d7	AN_TCGA_THCA_PAIR_Capture_ALLQC_14Aug2013_429.aggregated.capture.tcga.uuid.somatic.maf	3edf75d78bed78876a12808ab710ca01	8491001	live
317975cf-043e-4841-8971-452c72fd53c9	bcgsc.ca_THCA.IlluminaHiSeq_DNASeq.1.somatic.maf	db6ba364a5afdfb27dd3f07882f547f9	5732581	live
3ec1379d-73ce-42b8-ada3-ddcaeaea132e	LGG_FINAL_ANALYSIS.aggregated.capture.tcga.uuid.curated.somatic.maf	23e38e6dfb40f25fe8e6d5233dade590	3160060	live
08feb911-05a9-4cbb-a70c-445997b22597	TERT_targeted_sequencing-10-8-2014.DCC.uuid_barcode_fix.maf.tert	5cbb00ccc01b3affcf7f4006d04946b4	32342	live
bc9488a6-c929-434d-b11b-42e8df176373	hgsc.bcm.edu_LGG.IlluminaGA_DNASeq.1.somatic.maf	71d9b28366b1dd5eab869b8ddcae8a49	3707808	live
bd2fa5f1-3a9c-4ba6-b857-f204e571838e	PR_TCGA_LGG_PAIR_Capture_All_Pairs_QCPASS_v3.aggregated.capture.tcga.uuid.somatic.maf	24efbeb5137d634e7876be19b470c242	29143816	live
8fa69e8f-e862-4e52-a5c2-91f91f3523a7	mdanderson.org_LGG.IlluminaGA_DNASeq.Level_2.1.6.somatic.maf	eeadec91ee669d7d1070b2035a801fb3	10006517	live
a9d58fa2-3c1b-436f-ad69-56e160f885b3	LGG_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	a47c5cb84436069da8d3b2c52419d3b8	51426683	live
0a2136dd-e128-40b8-aad7-27c71a9e1443	ucsc.edu_LGG.IlluminaGA_DNASeq_automated.Level_2.1.4.0.somatic.maf	a16741f8ba0aec7f46bda4b7db810e14	10170526	live
f416b22d-fc7e-400c-b852-ccb65a6610f9	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	21ad0a0738ae849c587abdf0c7704e99	37664473	live
1c0382a7-c3ca-40fd-ba3c-029c4529214f	gsc_BLCA_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	471bae2d300d8e766a89602fde87b224	149384904	live
df0b859a-48cb-415f-a158-940a145aa8aa	BLCA130_somatic_updated.aggregated.capture.tcga.uuid.curated.somatic.maf	3c4584f577916f340e6c562d4a708a7e	36452566	live
9053a84a-c505-4226-9552-f767fd99ea6b	BLCA-28-original.aggregated.tcga.somatic.maf	816f494b9caf23b944249651a7d2cded	6798459	live
e8d53275-c082-46e3-b9fa-4c05d188e750	hgsc.bcm.edu_LIHC.IlluminaGA_DNASeq.1.somatic.maf	b8d47374da88802fb8d1bd904d88df8f	11286622	live
6d1ad32a-ad37-4262-a7f7-7a74a262b9ba	hgsc.bcm.edu_LIHC.IlluminaGA_DNASeq.1.somatic.maf	8abf315525e8762004b82a5d4759850d	20983356	live
15ce66c6-0211-4f03-bd41-568d0818a044	gsc_LIHC_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	754c06cb4b4c5f2ec3ccf357c8494e9a	1415500364	live
267b9b93-8de8-4b6b-a6cc-95c58bcea131	ucsc.edu_LIHC.IlluminaGA_DNASeq_automated.Level_2.1.1.0.somatic.maf	ab0b00c6cd81f333250e27c6f88e3ca8	9853328	live
12081594-97e9-42da-9b77-e61586e9d3d4	bcgsc.ca_LIHC.IlluminaHiSeq_DNASeq.1.somatic.maf	869a433c3927e1bc6d1d80ed257f976e	21318677	live
97564e63-dec6-4c1f-84ef-5353fa3b4238	genome.wustl.edu_OV.IlluminaHiSeq_DNASeq_automated.1.1.0.somatic.maf	11f71bc7c6fe568913b5a140a1793070	2988885	live
9e660e62-9768-4f75-9c1d-07dbe2651af1	broad.mit.edu_OV.ABI.2.somatic.maf	6599d214f618e102653af8dfe5a78f94	13437	live
6bf5c93f-c3b9-4277-8aae-2a47333fdc79	hgsc.bcm.edu_OV.SOLiD_DNASeq.1.somatic.maf	4feca0fb9fb9dddbcd04d76f6ee886c5	1008042	live
5852b5d1-c26a-48e4-a740-31a957cf023d	gsc_OV_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	28936352780c44ed3909cbff417f1a5d	113797771	live
08f8c62e-4a47-45f1-8b87-35acee6956c1	genome.wustl.edu_OV.ABI.26.0.0.somatic.maf	fafbaeaec4060f1df90d35b8ecc726a4	10920	live
a53056a6-6cfb-4ce5-a85a-4b0348f8fdf5	genome.wustl.edu_OV.IlluminaGA_DNASeq.1.3.somatic.maf	11f71bc7c6fe568913b5a140a1793070	2988885	live
f5a1907e-f429-4743-a822-cf24383f8cf9	genome.wustl.edu_OV.IlluminaGA_DNASeq.Level_2.2.0.0.somatic.maf	0c631c534ece85903f8fe198bde9a26f	6121459	live
a3810eb2-67df-4ad6-a7a8-7c39751a3c18	step4_ov_liftover.aggregated.capture.tcga.uuid.maf2.4.migrated.somatic.maf	5812b6ea88c8005e85cfbf747581f71f	7123641	live
608c8237-eb00-488b-be43-630d6b09a417	hgsc.bcm.edu_OV.ABI.1.somatic.maf	a7f87329b70f219c8ed4592350775dac	16587	live
76561454-6e94-4ab1-85af-451cce4dc395	gsc_PRAD_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	65ffb3b7a4632d2b1ad9af4fdf910dc3	40795060	live
bce67579-23ff-414a-bbeb-541419250921	hgsc.bcm.edu_PRAD.IlluminaGA_DNASeq.1.somatic.maf	9008c2cca6ad337e712fcda47de6c47b	3575996	live
148f9960-c006-4bf2-94b4-2520ca493463	PRAD_Capture_All_Pairs_QCPASS_v6_Nikki_Nov_25.aggregated.capture.tcga.uuid.curated.somatic.maf	465fd94e7ba20c30c7d54823b33f016a	12599250	live
b2e25bdf-f2b5-4a37-b330-05251ea09f2c	gsc_LUAD_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	5ff4071221cf3b8527393672d4ee90c5	345940812	live
9218c7f6-b78d-45ef-9dcc-eecff55784cd	PR_TCGA_LUAD_PAIR_Capture_All_Pairs_QCPASS_v3.aggregated.capture.tcga.uuid.somatic.maf	fd7a7ba47df205795946a501c11208cb	244121982	live
311be968-99c1-4a34-87b4-b44f3751bb6f	AN_TCGA_LUAD_PAIR_capture_freeze_FINAL_230.aggregated.capture.tcga.uuid.curated.somatic.maf	82873d928fd40677e8ef0de26ae8c63c	67719058	live
2ec6bad8-3dba-4c5d-9fda-8074ab960b1b	genome.wustl.edu_STAD.IlluminaHiSeq_DNASeq_automated.1.3.0.somatic.maf	8617daef2ca0a2380c0af7c50457e9a6	133714177	live
d71843d6-be5d-468e-ac21-af6345311dee	bcgsc.ca_STAD.IlluminaHiSeq_DNASeq.1.somatic.maf	282c3436e4654a36e2f56b8951751eb4	8019872	live
b0b8cd28-7023-4c10-b302-cac1ff133b84	hgsc.bcm.edu_STAD.IlluminaGA_DNASeq.1.somatic.maf	ec8265c286db73650d1f8df5e5d8d8da	9300405	live
cc003009-cbdc-459a-a2bc-27927448b5ce	QCv5_blacklist_Pass.aggregated.capture.tcga.uuid.curated.somatic.maf	ef02d98be7388051e5fe3a98e1520777	135002430	live
e80cb61a-578b-4fb6-98bc-6b4c088415f3	gsc_STAD_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	1af33ee9816c500b03100ea00ac20d90	260276511	live
27a1d2d5-8dac-425e-8e80-6a84be1d9b3d	hgsc.bcm.edu_STAD.IlluminaGA_DNASeq.1.somatic.maf	fc0ac65f519e92d25841950e4154e867	43452308	live
94a35cf1-7b1c-47e3-9f11-725f8f3318c1	ucsc.edu_STAD.IlluminaGA_DNASeq_automated.Level_2.2.0.0.somatic.maf	e0b8c01b20300157839334adca0984fb	7376886	live
14d662f6-4632-4bf7-8f26-3853c03effb4	gsc_THYM_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	f9383f45f30189406dc307c0f9e3c79b	5580896	live
33c69ae8-929d-4563-8fd1-e4cfaf9e375d	genome.wustl.edu_THYM.IlluminaGA_DNASeq_curated.Level_2.1.1.0.somatic.maf	f5172b67ae045ee0171598faf4bd8dd7	1812089	live
68d30cc7-ca55-4c8b-a426-92549e465e9a	ucsc.edu_THYM.IlluminaGA_DNASeq_automated.Level_2.1.0.0.somatic.maf	6a38ec279351197da08ce5ce5b3d22cd	1815916	live
14c7234b-a148-4708-a33c-16ef22a9c4a1	bcgsc.ca_THYM.IlluminaHiSeq_DNASeq.1.somatic.maf	d7fc6202aad1ed19d258ace0b3da0d89	5531607	live
8ca3ac43-c3ed-4313-9c98-15498da9a1f5	hgsc.bcm.edu_THYM.IlluminaGA_DNASeq.1.somatic.maf	5dc47fb415d31d217ae52dd2ed15326d	9337726	live
a8532d87-1eae-4289-8aea-3255d7b313cf	hgsc.bcm.edu_CHOL.IlluminaGA_DNASeq.1.somatic.maf	8db4269d8aba6d8d397e2761e24e8e6e	2482745	live
