id	filename	md5	size	state
952d8f65-d101-48d3-9901-f6f1d4fce2d8	952d8f65-d101-48d3-9901-f6f1d4fce2d8/TCGA.KIRP.mutect.952d8f65-d101-48d3-9901-f6f1d4fce2d8.DR-7.0.somatic.maf.gz	2a5d196cd78440aa0f6efdc920d4928c	5527252	live
a2c08388-2be9-4124-83ba-ed8d686dd277	a2c08388-2be9-4124-83ba-ed8d686dd277/TCGA.PAAD.mutect.a2c08388-2be9-4124-83ba-ed8d686dd277.DR-7.0.somatic.maf.gz	fd9a699f965a2eb7befe6e054de31eca	6002252	live
a3d33307-c701-416c-b893-c254530c7e59	a3d33307-c701-416c-b893-c254530c7e59/TCGA.CESC.mutect.a3d33307-c701-416c-b893-c254530c7e59.DR-7.0.somatic.maf.gz	4caca9cf4544e3e9466514a07a1e1aa4	21607600	live
ac3a9f5a-d78e-4b13-acb8-1001b215ffb6	ac3a9f5a-d78e-4b13-acb8-1001b215ffb6/TCGA.ACC.mutect.ac3a9f5a-d78e-4b13-acb8-1001b215ffb6.DR-7.0.somatic.maf.gz	b9efe88f67102f597f991acac97a4fd4	2327242	live
bc63d2f8-da4e-4dba-8738-a92ea33ea338	bc63d2f8-da4e-4dba-8738-a92ea33ea338/TCGA.LAML.mutect.bc63d2f8-da4e-4dba-8738-a92ea33ea338.DR-7.0.somatic.maf.gz	e8980b29bfa3ea095ab38723f1d23cea	2218276	live
bd3eba0d-3453-4f54-8373-c1e913e2b179	bd3eba0d-3453-4f54-8373-c1e913e2b179/TCGA.KICH.mutect.bd3eba0d-3453-4f54-8373-c1e913e2b179.DR-7.0.somatic.maf.gz	7455b44c43050a543a94eb50e5005731	686615	live
c6a029e5-0ea3-410d-9e67-360bdfee2914	c6a029e5-0ea3-410d-9e67-360bdfee2914/TCGA.BRCA.mutect.c6a029e5-0ea3-410d-9e67-360bdfee2914.DR-7.0.somatic.maf.gz	b18797d845a8b15b15615e6536e09698	27081925	live
c7fe427a-b447-4840-8cd1-fe33a236dfe7	c7fe427a-b447-4840-8cd1-fe33a236dfe7/TCGA.ESCA.mutect.c7fe427a-b447-4840-8cd1-fe33a236dfe7.DR-7.0.somatic.maf.gz	541722a4fcde73cdadd630353ef2bc9b	9769831	live
c914291c-d21e-4d21-8e9b-f06199f52f32	c914291c-d21e-4d21-8e9b-f06199f52f32/TCGA.SARC.mutect.c914291c-d21e-4d21-8e9b-f06199f52f32.DR-7.0.somatic.maf.gz	9f3173337dcbb9836df081e810ac46f1	6010419	live
c999f6ca-0b24-4131-bc53-1665948f8e3f	c999f6ca-0b24-4131-bc53-1665948f8e3f/TCGA.READ.mutect.c999f6ca-0b24-4131-bc53-1665948f8e3f.DR-7.0.somatic.maf.gz	b81551efef85f3158ded795a42fc7547	13114574	live
d8b4cd20-9cdf-49fe-9677-72ad67a4dc07	d8b4cd20-9cdf-49fe-9677-72ad67a4dc07/TCGA.GBM.mutect.d8b4cd20-9cdf-49fe-9677-72ad67a4dc07.DR-7.0.somatic.maf.gz	7fdce29bad2f5dd9be4b4a75f20d581d	17699100	live
df91f748-56d5-41fb-927d-f1d280abe8db	df91f748-56d5-41fb-927d-f1d280abe8db/TCGA.UCEC.mutect.df91f748-56d5-41fb-927d-f1d280abe8db.DR-7.0.somatic.maf.gz	ca3bac9cfdac9a2077b4b739b33c6101	167694403	live
f03bbe70-c4e2-4283-acc5-3cacd017bb4e	f03bbe70-c4e2-4283-acc5-3cacd017bb4e/TCGA.KIRC.mutect.f03bbe70-c4e2-4283-acc5-3cacd017bb4e.DR-7.0.somatic.maf.gz	05bc6a9f55c54afef892a82d6b9e0778	6210719	live
f0afbe83-3586-4ed1-83b0-74d14733fb74	f0afbe83-3586-4ed1-83b0-74d14733fb74/TCGA.CHOL.mutect.f0afbe83-3586-4ed1-83b0-74d14733fb74.DR-7.0.somatic.maf.gz	884316eed16c755cf33007f1a150f9da	1182119	live
fa5da22e-b07e-4a41-9192-89f057c5e5bf	fa5da22e-b07e-4a41-9192-89f057c5e5bf/TCGA.UCS.mutect.fa5da22e-b07e-4a41-9192-89f057c5e5bf.DR-7.0.somatic.maf.gz	b87a3515e998fe59f19a55aa7c90f615	2289312	live
